year,month,day,day_of_year,tmax,tmin,precip,rained
2015,1,1,1,51,36,,
2015,1,2,2,49,39,,
2015,1,3,3,53,38,,
2015,1,4,4,56,39,,
2015,1,5,5,62,38,,
2015,1,6,6,68,40,,
2015,1,7,7,72,42,,
2015,1,8,8,68,46,,
2015,1,9,9,65,50,,
2015,1,10,10,62,49,,
2015,1,11,11,61,49,,
2015,1,12,12,62,49,,
2015,1,13,13,62,43,,
2015,1,14,14,61,39,,
2015,1,15,15,63,41,,
2015,1,16,16,60,49,,
2015,1,17,17,65,45,,
2015,1,18,18,65,50,,
2015,1,19,19,62,50,,
2015,1,20,20,58,46,,
2015,1,21,21,60,43,,
2015,1,22,22,59,41,,
2015,1,23,23,63,42,,
2015,1,24,24,66,42,,
2015,1,25,25,70,41,,
2015,1,26,26,70,47,,
2015,1,27,27,68,52,,
2015,1,28,28,66,48,,
2015,1,29,29,67,46,,
2015,1,30,30,66,52,,
2015,1,31,31,69,45,,
2015,2,1,32,66,48,,
2015,2,2,33,69,47,,
2015,2,3,34,73,50,,
2015,2,4,35,71,50,,
2015,2,5,36,61,49,,
2015,2,6,37,61,54,,
2015,2,7,38,67,57,,
2015,2,8,39,62,56,,
2015,2,9,40,64,52,,
2015,2,10,41,64,48,,
2015,2,11,42,67,44,,
2015,2,12,43,73,45,,
2015,2,13,44,75,46,,
2015,2,14,45,74,49,,
2015,2,15,46,72,52,,
2015,2,16,47,71,52,,
2015,2,17,48,61,49,,
2015,2,18,49,65,46,,
2015,2,19,50,65,48,,
2015,2,20,51,68,50,,
2015,2,21,52,67,53,,
2015,2,22,53,62,48,,
2015,2,23,54,61,44,,
2015,2,24,55,65,49,,
2015,2,25,56,65,46,,
2015,2,26,57,67,50,,
2015,2,27,58,59,47,,
2015,2,28,59,58,46,,
2015,3,1,60,63,47,,
2015,3,2,61,58,45,,
2015,3,3,62,64,49,,
2015,3,4,63,66,51,,
2015,3,5,64,72,46,,
2015,3,6,65,72,47,,
2015,3,7,66,75,53,,
2015,3,8,67,72,53,,
2015,3,9,68,73,50,,
2015,3,10,69,75,54,,
2015,3,11,70,65,54,,
2015,3,12,71,72,51,,
2015,3,13,72,79,53,,
2015,3,14,73,84,56,,
2015,3,15,74,76,57,,
2015,3,16,75,72,56,,
2015,3,17,76,68,52,,
2015,3,18,77,71,52,,
2015,3,19,78,77,56,,
2015,3,20,79,73,56,,
2015,3,21,80,72,52,,
2015,3,22,81,66,55,,
2015,3,23,82,65,51,,
2015,3,24,83,68,50,,
2015,3,25,84,74,53,,
2015,3,26,85,83,59,,
2015,3,27,86,77,54,,
2015,3,28,87,78,50,,
2015,3,29,88,81,56,,
2015,3,30,89,78,53,,
2015,3,31,90,66,48,,
2015,4,1,91,65,46,,
2015,4,2,92,70,47,,
2015,4,3,93,74,52,,
2015,4,4,94,66,48,,
2015,4,5,95,58,44,,
2015,4,6,96,62,47,,
2015,4,7,97,59,49,,
2015,4,8,98,65,48,,
2015,4,9,99,68,50,,
2015,4,10,100,70,51,,
2015,4,11,101,70,53,,
2015,4,12,102,76,53,,
2015,4,13,103,65,52,,
2015,4,14,104,64,44,,
2015,4,15,105,73,45,,
2015,4,16,106,80,52,,
2015,4,17,107,81,60,,
2015,4,18,108,79,54,,
2015,4,19,109,76,54,,
2015,4,20,110,71,50,,
2015,4,21,111,62,50,,
2015,4,22,112,69,50,,
2015,4,23,113,67,49,,
2015,4,24,114,62,50,,
2015,4,25,115,62,49,,
2015,4,26,116,69,45,,
2015,4,27,117,81,57,,
2015,4,28,118,74,52,,
2015,4,29,119,74,50,,
2015,4,30,120,87,56,,
2015,5,1,121,86,61,,
2015,5,2,122,78,56,,
2015,5,3,123,69,52,,
2015,5,4,124,67,49,,
2015,5,5,125,66,48,,
2015,5,6,126,68,47,,
2015,5,7,127,66,48,,
2015,5,8,128,71,48,,
2015,5,9,129,67,49,,
2015,5,10,130,70,49,,
2015,5,11,131,62,48,,
2015,5,12,132,61,45,,
2015,5,13,133,64,48,,
2015,5,14,134,63,52,,
2015,5,15,135,65,51,,
