year,month,day,day_of_year,tmax,tmin,precip,rained
1998,1,1,1,58,45,0.0,0
1998,1,2,2,57,45,18.6,1
1998,1,3,3,56,46,4.9,1
1998,1,4,4,53,47,18.0,1
1998,1,5,5,54,43,0.0,0
1998,1,6,6,52,40,1.2,1
1998,1,7,7,57,45,0.0,0
1998,1,8,8,57,43,0.9,1
1998,1,9,9,55,48,18.0,1
1998,1,10,10,56,50,8.0,1
1998,1,11,11,55,48,6.7,1
1998,1,12,12,58,51,43.1,1
1998,1,13,13,57,46,0.1,1
1998,1,14,14,53,47,5.9,1
1998,1,15,15,58,52,20.9,1
1998,1,16,16,58,53,0.6,1
1998,1,17,17,65,54,0.2,1
1998,1,18,18,58,45,26.0,1
1998,1,19,19,54,42,5.7,1
1998,1,20,20,54,46,0.2,1
1998,1,21,21,56,42,0.0,0
1998,1,22,22,59,43,0.0,0
1998,1,23,23,55,42,3.4,1
1998,1,24,24,59,44,0.0,0
1998,1,25,25,61,42,0.0,0
1998,1,26,26,59,49,10.9,1
1998,1,27,27,63,50,2.6,1
1998,1,28,28,63,47,0.4,1
1998,1,29,29,58,48,32.9,1
1998,1,30,30,60,42,0.0,0
1998,1,31,31,58,47,9.1,1
1998,2,1,32,58,46,24.6,1
1998,2,2,33,58,49,35.8,1
1998,2,3,34,56,45,52.9,1
1998,2,4,35,57,43,4.1,1
1998,2,5,36,56,49,8.4,1
1998,2,6,37,56,47,57.4,1
1998,2,7,38,55,46,52.9,1
1998,2,8,39,53,44,26.2,1
1998,2,9,40,55,43,0.0,0
1998,2,10,41,52,42,5.2,1
1998,2,11,42,60,45,2.4,1
1998,2,12,43,53,46,5.6,1
1998,2,13,44,61,49,0.4,1
1998,2,14,45,56,46,42.0,1
1998,2,15,46,56,45,1.6,1
1998,2,16,47,52,39,21.6,1
1998,2,17,48,56,40,7.8,1
1998,2,18,49,58,45,0.1,1
1998,2,19,50,53,42,26.9,1
1998,2,20,51,55,40,0.0,0
1998,2,21,52,54,43,21.4,1
1998,2,22,53,56,43,1.0,1
1998,2,23,54,55,45,19.3,1
1998,2,24,55,57,44,0.2,1
1998,2,25,56,56,41,1.4,1
1998,2,26,57,56,41,0.0,0
1998,2,27,58,59,48,0.7,1
1998,2,28,59,58,46,0.0,0
1998,3,1,60,57,44,0.0,0
1998,3,2,61,60,48,0.0,0
1998,3,3,62,56,42,0.0,0
1998,3,4,63,57,41,0.0,0
1998,3,5,64,51,45,9.3,1
1998,3,6,65,56,39,0.2,1
1998,3,7,66,57,44,2.5,1
1998,3,8,67,60,46,0.0,0
1998,3,9,68,66,41,0.0,0
1998,3,10,69,70,47,0.0,0
1998,3,11,70,72,47,0.0,0
1998,3,12,71,64,53,2.2,1
1998,3,13,72,60,48,14.7,1
1998,3,14,73,68,49,0.0,0
1998,3,15,74,66,49,0.0,0
1998,3,16,75,64,52,0.2,1
1998,3,17,76,65,50,0.0,0
1998,3,18,77,70,46,0.0,0
1998,3,19,78,67,52,0.0,0
1998,3,20,79,63,49,0.0,0
1998,3,21,80,60,48,3.0,1
1998,3,22,81,67,51,0.0,0
1998,3,23,82,66,50,5.4,1
1998,3,24,83,65,54,11.5,1
1998,3,25,84,62,48,7.7,1
1998,3,26,85,58,47,0.0,0
1998,3,27,86,57,44,2.2,1
1998,3,28,87,54,40,0.1,1
1998,3,29,88,61,40,0.0,0
1998,3,30,89,63,47,0.2,1
1998,3,31,90,50,43,20.6,1
1998,4,1,91,58,43,0.4,1
1998,4,2,92,56,47,2.0,1
1998,4,3,93,56,45,13.8,1
1998,4,4,94,57,43,2.2,1
1998,4,5,95,58,48,0.9,1
1998,4,6,96,56,45,4.3,1
1998,4,7,97,58,45,0.3,1
1998,4,8,98,59,47,0.0,0
1998,4,9,99,59,47,1.4,1
1998,4,10,100,59,48,1.8,1
1998,4,11,101,57,46,1.0,1
1998,4,12,102,56,40,4.2,1
1998,4,13,103,54,45,12.7,1
1998,4,14,104,56,44,1.2,1
1998,4,15,105,59,44,0.0,0
1998,4,16,106,65,47,0.0,0
1998,4,17,107,66,48,0.0,0
1998,4,18,108,65,46,0.0,0
1998,4,19,109,67,49,0.0,0
1998,4,20,110,72,48,0.0,0
1998,4,21,111,83,57,0.0,0
1998,4,22,112,72,53,0.0,0
1998,4,23,113,60,52,10.6,1
1998,4,24,114,61,47,0.2,1
1998,4,25,115,67,44,0.0,0
1998,4,26,116,75,51,0.0,0
1998,4,27,117,78,53,0.0,0
1998,4,28,118,80,62,0.0,0
1998,4,29,119,82,56,0.0,0
1998,4,30,120,65,50,0.0,0
1998,5,1,121,63,55,5.2,1
1998,5,2,122,64,53,1.6,1
1998,5,3,123,68,56,1.3,1
1998,5,4,124,68,55,1.3,1
1998,5,5,125,62,54,10.1,1
1998,5,6,126,64,52,4.9,1
1998,5,7,127,62,51,0.3,1
1998,5,8,128,59,50,0.0,0
1998,5,9,129,59,44,0.0,0
1998,5,10,130,63,49,0.0,0
1998,5,11,131,54,48,6.8,1
1998,5,12,132,56,48,15.6,1
1998,5,13,133,61,49,1.3,1
1998,5,14,134,60,49,0.5,1
1998,5,15,135,63,47,0.9,1
1998,5,16,136,59,45,0.6,1
1998,5,17,137,66,48,0.0,0
1998,5,18,138,70,50,0.0,0
1998,5,19,139,62,47,0.0,0
1998,5,20,140,64,45,0.0,0
1998,5,21,141,63,45,0.0,0
1998,5,22,142,69,48,0.0,0
1998,5,23,143,66,51,0.0,0
1998,5,24,144,66,52,0.0,0
1998,5,25,145,62,51,0.5,1
1998,5,26,146,61,47,1.1,1
