year,month,day,day_of_year,tmax,tmin,precip,rained
1965,1,1,1,48,36,0.0,0
1965,1,2,2,51,36,5.9,1
1965,1,3,3,54,47,15.5,1
1965,1,4,4,56,48,14.4,1
1965,1,5,5,57,50,48.6,1
1965,1,6,6,56,46,16.0,1
1965,1,7,7,50,39,0.8,1
1965,1,8,8,50,37,0.0,0
1965,1,9,9,55,36,0.0,0
1965,1,10,10,59,39,0.0,0
1965,1,11,11,56,47,1.7,1
1965,1,12,12,58,40,0.0,0
1965,1,13,13,60,36,0.0,0
1965,1,14,14,64,38,0.0,0
1965,1,15,15,63,40,0.0,0
1965,1,16,16,66,43,0.0,0
1965,1,17,17,68,44,0.0,0
1965,1,18,18,71,46,0.0,0
1965,1,19,19,59,49,0.0,0
1965,1,20,20,53,45,0.0,0
1965,1,21,21,55,44,0.0,0
1965,1,22,22,58,50,0.3,1
1965,1,23,23,56,45,19.8,1
1965,1,24,24,52,40,3.4,1
1965,1,25,25,53,40,0.0,0
1965,1,26,26,55,38,0.0,0
1965,1,27,27,59,39,0.0,0
1965,1,28,28,64,44,0.0,0
1965,1,29,29,65,42,0.0,0
1965,1,30,30,67,42,0.0,0
1965,1,31,31,66,45,0.0,0
1965,2,1,32,62,42,0.0,0
1965,2,2,33,62,44,0.0,0
1965,2,3,34,59,39,0.0,0
1965,2,4,35,56,43,0.0,0
1965,2,5,36,55,48,8.9,1
1965,2,6,37,54,41,0.5,1
1965,2,7,38,59,33,0.0,0
1965,2,8,39,62,43,0.0,0
1965,2,9,40,52,36,0.0,0
1965,2,10,41,58,33,0.0,0
1965,2,11,42,57,36,0.0,0
1965,2,12,43,59,40,0.0,0
1965,2,13,44,58,45,0.0,0
1965,2,14,45,57,41,0.0,0
1965,2,15,46,58,38,0.0,0
1965,2,16,47,62,40,0.0,0
1965,2,17,48,66,41,0.0,0
1965,2,18,49,72,44,0.0,0
1965,2,19,50,74,49,0.0,0
1965,2,20,51,72,49,0.0,0
1965,2,21,52,68,45,0.0,0
1965,2,22,53,56,39,0.0,0
1965,2,23,54,60,36,0.0,0
1965,2,24,55,64,40,0.0,0
1965,2,25,56,68,45,0.0,0
1965,2,26,57,67,50,0.0,0
1965,2,27,58,55,42,4.2,1
1965,2,28,59,59,39,0.0,0
1965,3,1,60,64,41,0.0,0
1965,3,2,61,67,40,0.0,0
1965,3,3,62,66,51,0.0,0
1965,3,4,63,64,48,2.0,1
1965,3,5,64,59,48,2.1,1
1965,3,6,65,55,46,14.3,1
1965,3,7,66,62,45,0.0,0
1965,3,8,67,63,44,0.0,0
1965,3,9,68,59,47,0.0,0
1965,3,10,69,57,45,0.0,0
1965,3,11,70,58,45,0.0,0
1965,3,12,71,55,46,14.0,1
1965,3,13,72,59,44,6.1,1
1965,3,14,73,64,47,0.0,0
1965,3,15,74,62,48,0.0,0
1965,3,16,75,58,45,0.0,0
1965,3,17,76,58,42,0.0,0
1965,3,18,77,61,44,0.0,0
1965,3,19,78,68,47,0.0,0
1965,3,20,79,72,48,0.0,0
1965,3,21,80,74,54,0.0,0
1965,3,22,81,69,48,0.0,0
1965,3,23,82,53,47,0.9,1
1965,3,24,83,56,44,0.0,0
1965,3,25,84,56,43,0.0,0
1965,3,26,85,55,45,4.8,1
1965,3,27,86,57,46,5.3,1
1965,3,28,87,61,44,0.0,0
1965,3,29,88,59,43,0.0,0
1965,3,30,89,62,43,2.6,1
1965,3,31,90,60,48,28.9,1
1965,4,1,91,60,47,0.1,1
1965,4,2,92,54,44,3.4,1
1965,4,3,93,64,43,0.0,0
1965,4,4,94,60,46,0.0,0
1965,4,5,95,54,45,2.0,1
1965,4,6,96,56,42,0.0,0
1965,4,7,97,55,45,10.3,1
1965,4,8,98,56,44,45.7,1
1965,4,9,99,51,43,32.8,1
1965,4,10,100,52,41,5.2,1
1965,4,11,101,56,38,0.0,0
1965,4,12,102,61,46,0.0,0
1965,4,13,103,59,46,0.8,1
1965,4,14,104,59,44,1.7,1
1965,4,15,105,62,46,5.5,1
1965,4,16,106,63,49,11.4,1
1965,4,17,107,64,48,0.4,1
1965,4,18,108,66,51,0.0,0
1965,4,19,109,72,51,0.0,0
1965,4,20,110,66,51,6.6,1
1965,4,21,111,67,51,1.0,1
1965,4,22,112,63,48,0.0,0
1965,4,23,113,71,49,0.0,0
1965,4,24,114,77,53,0.0,0
1965,4,25,115,82,57,0.0,0
1965,4,26,116,85,59,0.0,0
1965,4,27,117,82,61,0.0,0
1965,4,28,118,74,56,0.0,0
1965,4,29,119,77,53,0.0,0
1965,4,30,120,68,48,0.0,0
1965,5,1,121,62,43,0.0,0
1965,5,2,122,63,42,0.0,0
1965,5,3,123,71,45,0.0,0
1965,5,4,124,64,46,0.0,0
1965,5,5,125,61,39,0.0,0
1965,5,6,126,63,41,0.0,0
1965,5,7,127,71,44,0.0,0
1965,5,8,128,67,48,0.0,0
1965,5,9,129,72,48,0.0,0
1965,5,10,130,79,57,0.0,0
1965,5,11,131,83,63,0.0,0
1965,5,12,132,80,55,0.0,0
1965,5,13,133,63,50,0.0,0
1965,5,14,134,70,49,0.0,0
1965,5,15,135,75,51,0.0,0
1965,5,16,136,75,50,0.0,0
1965,5,17,137,75,52,0.0,0
1965,5,18,138,68,48,0.0,0
1965,5,19,139,70,48,0.0,0
