year,month,day,day_of_year,tmax,tmin,precip,rained
1983,1,1,1,53,34,0.0,0
1983,1,2,2,52,39,0.0,0
1983,1,3,3,55,38,0.0,0
1983,1,4,4,58,35,0.0,0
1983,1,5,5,62,37,0.0,0
1983,1,6,6,63,43,0.0,0
1983,1,7,7,59,43,0.0,0
1983,1,8,8,57,42,0.0,0
1983,1,9,9,58,37,0.0,0
1983,1,10,10,65,37,0.0,0
1983,1,11,11,66,35,0.0,0
1983,1,12,12,71,37,0.0,0
1983,1,13,13,68,41,0.0,0
1983,1,14,14,68,38,0.0,0
1983,1,15,15,67,43,6.4,1
1983,1,16,16,57,45,5.6,1
1983,1,17,17,57,43,0.0,0
1983,1,18,18,55,48,26.2,1
1983,1,19,19,52,39,2.3,1
1983,1,20,20,52,38,0.0,0
1983,1,21,21,47,41,2.3,1
1983,1,22,22,58,44,27.3,1
1983,1,23,23,61,42,37.1,1
1983,1,24,24,57,47,40.7,1
1983,1,25,25,57,42,0.0,0
1983,1,26,26,58,53,49.9,1
1983,1,27,27,57,46,10.6,1
1983,1,28,28,56,41,11.3,1
1983,1,29,29,53,45,13.7,1
1983,1,30,30,57,43,0.4,1
1983,1,31,31,61,41,0.0,0
1983,2,1,32,61,40,0.0,0
1983,2,2,33,56,46,7.5,1
1983,2,3,34,57,44,1.1,1
1983,2,4,35,58,45,0.8,1
1983,2,5,36,55,45,16.9,1
1983,2,6,37,56,48,32.1,1
1983,2,7,38,57,52,29.6,1
1983,2,8,39,56,50,6.8,1
1983,2,9,40,58,46,2.4,1
1983,2,10,41,62,49,0.0,0
1983,2,11,42,65,47,0.0,0
1983,2,12,43,58,51,13.9,1
1983,2,13,44,58,45,3.5,1
1983,2,14,45,63,43,0.0,0
1983,2,15,46,61,47,0.5,1
1983,2,16,47,64,48,0.1,1
1983,2,17,48,67,47,0.0,0
1983,2,18,49,56,46,14.3,1
1983,2,19,50,62,44,0.0,0
1983,2,20,51,67,48,0.0,0
1983,2,21,52,63,50,0.0,0
1983,2,22,53,64,44,0.0,0
1983,2,23,54,59,47,8.3,1
1983,2,24,55,56,46,1.1,1
1983,2,25,56,55,43,36.0,1
1983,2,26,57,59,46,14.6,1
1983,2,27,58,59,47,34.9,1
1983,2,28,59,59,52,42.9,1
1983,3,1,60,61,52,15.8,1
1983,3,2,61,59,50,8.3,1
1983,3,3,62,58,46,10.5,1
1983,3,4,63,60,48,3.2,1
1983,3,5,64,58,47,3.2,1
1983,3,6,65,61,42,4.2,1
1983,3,7,66,62,50,4.4,1
1983,3,8,67,67,54,0.0,0
1983,3,9,68,67,53,0.0,0
1983,3,10,69,68,52,21.3,1
1983,3,11,70,63,50,0.0,0
1983,3,12,71,60,49,7.7,1
1983,3,13,72,59,52,23.0,1
1983,3,14,73,59,45,0.8,1
1983,3,15,74,62,43,0.0,0
1983,3,16,75,56,42,23.9,1
1983,3,17,76,57,44,17.8,1
1983,3,18,77,56,42,6.6,1
1983,3,19,78,61,46,0.0,0
1983,3,20,79,57,46,14.7,1
1983,3,21,80,58,47,1.3,1
1983,3,22,81,59,47,11.4,1
1983,3,23,82,57,44,12.0,1
1983,3,24,83,52,45,18.9,1
1983,3,25,84,58,42,0.0,0
1983,3,26,85,59,46,2.8,1
1983,3,27,86,60,48,5.4,1
1983,3,28,87,60,47,0.0,0
1983,3,29,88,64,48,0.5,1
1983,3,30,89,65,46,0.0,0
1983,3,31,90,63,48,0.3,1
1983,4,1,91,68,48,0.0,0
1983,4,2,92,59,47,0.0,0
1983,4,3,93,60,40,0.0,0
1983,4,4,94,63,39,0.0,0
1983,4,5,95,64,41,0.2,1
1983,4,6,96,67,47,0.0,0
1983,4,7,97,70,52,0.0,0
1983,4,8,98,61,46,0.0,0
1983,4,9,99,54,44,0.0,0
1983,4,10,100,57,44,0.0,0
