year,month,day,day_of_year,tmax,tmin,precip,rained
1966,1,1,1,48,37,0.0,0
1966,1,2,2,51,39,0.0,0
1966,1,3,3,53,39,0.0,0
1966,1,4,4,53,42,10.2,1
1966,1,5,5,56,50,4.2,1
1966,1,6,6,64,43,0.0,0
1966,1,7,7,65,40,0.0,0
1966,1,8,8,58,43,0.0,0
1966,1,9,9,56,38,0.0,0
1966,1,10,10,54,38,0.0,0
1966,1,11,11,55,40,0.0,0
1966,1,12,12,59,37,0.0,0
1966,1,13,13,61,38,0.0,0
1966,1,14,14,61,43,0.0,0
1966,1,15,15,62,43,0.0,0
1966,1,16,16,58,35,0.0,0
1966,1,17,17,58,35,0.0,0
1966,1,18,18,55,43,0.0,0
1966,1,19,19,52,36,0.0,0
1966,1,20,20,51,36,0.0,0
1966,1,21,21,53,39,0.0,0
1966,1,22,22,50,36,1.5,1
1966,1,23,23,52,37,0.0,0
1966,1,24,24,54,41,0.0,0
1966,1,25,25,55,36,0.0,0
1966,1,26,26,57,42,0.7,1
1966,1,27,27,61,45,0.7,1
1966,1,28,28,61,42,0.0,0
1966,1,29,29,54,44,23.0,1
1966,1,30,30,52,42,8.3,1
1966,1,31,31,53,42,0.3,1
1966,2,1,32,53,43,10.5,1
1966,2,2,33,57,39,0.0,0
1966,2,3,34,55,44,8.6,1
1966,2,4,35,54,49,8.6,1
1966,2,5,36,58,47,7.8,1
1966,2,6,37,51,40,2.2,1
1966,2,7,38,51,36,0.0,0
1966,2,8,39,55,35,0.0,0
1966,2,9,40,57,38,0.0,0
1966,2,10,41,54,38,0.0,0
1966,2,11,42,57,38,0.0,0
1966,2,12,43,52,39,0.0,0
1966,2,13,44,56,29,0.0,0
1966,2,14,45,55,44,0.0,0
1966,2,15,46,56,38,0.0,0
1966,2,16,47,60,36,0.0,0
1966,2,17,48,59,39,0.0,0
1966,2,18,49,51,39,0.0,0
1966,2,19,50,58,43,13.7,1
1966,2,20,51,62,41,0.0,0
1966,2,21,52,67,37,0.0,0
1966,2,22,53,63,50,0.4,1
1966,2,23,54,59,48,1.9,1
1966,2,24,55,54,44,2.3,1
1966,2,25,56,52,43,4.8,1
1966,2,26,57,54,36,0.0,0
1966,2,27,58,60,43,0.0,0
1966,2,28,59,55,45,0.0,0
1966,3,1,60,50,40,0.4,1
1966,3,2,61,50,36,4.5,1
1966,3,3,62,53,37,0.0,0
1966,3,4,63,52,36,0.7,1
1966,3,5,64,62,47,0.6,1
1966,3,6,65,65,50,0.0,0
1966,3,7,66,61,48,0.1,1
1966,3,8,67,60,46,0.1,1
1966,3,9,68,59,44,0.1,1
1966,3,10,69,62,49,0.0,0
1966,3,11,70,68,44,0.0,0
1966,3,12,71,65,48,0.0,0
1966,3,13,72,65,50,0.6,1
1966,3,14,73,61,47,0.0,0
1966,3,15,74,59,45,0.6,1
1966,3,16,75,54,40,0.3,1
1966,3,17,76,63,37,0.0,0
1966,3,18,77,65,47,0.0,0
1966,3,19,78,61,45,0.2,1
1966,3,20,79,61,40,0.0,0
1966,3,21,80,54,39,0.0,0
1966,3,22,81,66,40,0.0,0
1966,3,23,82,75,44,0.0,0
1966,3,24,83,72,54,0.0,0
1966,3,25,84,66,49,0.0,0
1966,3,26,85,62,46,0.0,0
1966,3,27,86,60,45,0.0,0
1966,3,28,87,67,46,0.0,0
1966,3,29,88,72,52,0.0,0
1966,3,30,89,76,51,0.0,0
1966,3,31,90,84,59,0.0,0
1966,4,1,91,78,58,0.0,0
1966,4,2,92,83,56,0.0,0
1966,4,3,93,74,54,0.0,0
1966,4,4,94,70,50,0.0,0
1966,4,5,95,77,55,0.0,0
1966,4,6,96,65,50,0.0,0
1966,4,7,97,65,46,0.0,0
1966,4,8,98,64,50,0.0,0
1966,4,9,99,61,50,1.7,1
1966,4,10,100,62,51,2.9,1
1966,4,11,101,63,51,2.2,1
1966,4,12,102,65,49,2.4,1
1966,4,13,103,72,47,0.0,0
1966,4,14,104,80,53,0.0,0
1966,4,15,105,88,60,0.0,0
1966,4,16,106,86,56,0.0,0
1966,4,17,107,59,49,0.0,0
1966,4,18,108,64,49,0.7,1
1966,4,19,109,68,47,0.0,0
1966,4,20,110,70,51,0.0,0
1966,4,21,111,70,48,0.0,0
1966,4,22,112,79,53,0.0,0
1966,4,23,113,85,56,0.0,0
1966,4,24,114,85,62,0.0,0
1966,4,25,115,78,54,0.0,0
1966,4,26,116,78,49,0.0,0
1966,4,27,117,78,50,0.0,0
1966,4,28,118,74,53,0.0,0
1966,4,29,119,76,49,0.0,0
1966,4,30,120,75,50,0.0,0
1966,5,1,121,84,56,0.0,0
1966,5,2,122,88,60,0.0,0
1966,5,3,123,71,52,0.0,0
1966,5,4,124,68,47,0.0,0
1966,5,5,125,67,49,0.0,0
1966,5,6,126,74,52,0.0,0
1966,5,7,127,75,50,0.0,0
1966,5,8,128,64,49,0.0,0
1966,5,9,129,62,49,3.5,1
1966,5,10,130,65,52,0.0,0
1966,5,11,131,71,49,0.0,0
1966,5,12,132,75,55,0.0,0
1966,5,13,133,68,49,0.0,0
1966,5,14,134,64,46,0.0,0
1966,5,15,135,66,45,0.0,0
1966,5,16,136,70,48,0.0,0
1966,5,17,137,83,51,0.0,0
1966,5,18,138,84,62,0.0,0
1966,5,19,139,84,59,0.0,0
1966,5,20,140,78,56,0.0,0
1966,5,21,141,65,50,0.0,0
1966,5,22,142,71,49,0.0,0
1966,5,23,143,78,54,0.0,0
1966,5,24,144,82,55,0.0,0
1966,5,25,145,80,58,0.0,0
1966,5,26,146,70,52,0.0,0
1966,5,27,147,70,51,0.0,0
1966,5,28,148,64,49,0.0,0
1966,5,29,149,61,49,0.0,0
1966,5,30,150,66,47,0.4,1
1966,5,31,151,67,49,0.0,0
1966,6,1,152,64,44,0.0,0
1966,6,2,153,65,45,0.0,0
1966,6,3,154,70,46,0.0,0
1966,6,4,155,75,48,0.0,0
1966,6,5,156,77,55,0.0,0
1966,6,6,157,71,56,2.5,1
1966,6,7,158,73,54,0.0,0
1966,6,8,159,73,54,0.0,0
1966,6,9,160,70,51,0.0,0
1966,6,10,161,70,51,0.0,0
1966,6,11,162,79,48,0.0,0
1966,6,12,163,90,58,0.0,0
1966,6,13,164,98,69,0.0,0
1966,6,14,165,102,70,0.0,0
1966,6,15,166,92,64,0.0,0
1966,6,16,167,78,56,0.0,0
1966,6,17,168,76,54,0.0,0
1966,6,18,169,87,52,0.0,0
1966,6,19,170,83,59,0.0,0
1966,6,20,171,75,53,0.0,0
1966,6,21,172,68,49,0.0,0
1966,6,22,173,72,49,0.0,0
1966,6,23,174,66,55,0.2,1
1966,6,24,175,82,53,0.0,0
1966,6,25,176,88,61,0.0,0
1966,6,26,177,81,55,0.0,0
1966,6,27,178,87,54,0.0,0
1966,6,28,179,84,60,0.0,0
1966,6,29,180,76,54,0.0,0
1966,6,30,181,74,51,0.0,0
1966,7,1,182,72,51,0.0,0
1966,7,2,183,78,57,0.0,0
1966,7,3,184,85,58,0.0,0
1966,7,4,185,83,60,0.0,0
